20.0000000000	0.0000000000	0.0000000000	44584.8785914000	0.0000000000	14615.7652424000	0.0107716412	0.0000000000	0.1006304450	-0.0616455673	0.0000000087	5.7290180000	0.0000000000
21.0000000000	0.0000000000	0.0000000000	42049.8867758000	0.0000000000	14615.7672568000	0.0102264407	0.0000000000	0.1004110827	-0.0616448571	0.0000000035	5.7363920000	0.0000000000
22.0000000000	0.0000000000	0.0000000000	42242.7343319000	0.0000000000	14615.7664867000	0.0102297598	0.0000000000	0.0999779905	-0.0616465158	0.0000000037	5.7441210000	0.0000000000
23.0000000000	0.0000000000	0.0000000000	42172.3895821000	0.0000000000	14615.7665416000	0.0102933868	0.0000000000	0.1003579535	-0.0616463452	0.0000000018	5.7518350000	0.0000000000
24.0000000000	0.0000000000	0.0000000000	45167.9730750000	0.0000000000	14615.7629758000	0.0098458601	0.0000000000	0.1006578317	-0.0616462308	0.0000000075	5.7560570000	0.0000000000
25.0000000000	0.0000000000	0.0000000000	43296.1047233000	0.0000000000	14615.7660558000	0.0095588571	0.0000000000	0.0999058485	-0.0616490872	0.0000000037	5.7563060000	0.0000000000
26.0000000000	0.0000000000	0.0000000000	43430.2769230000	0.0000000000	14615.7641492000	0.0099428155	0.0000000000	0.1003152751	-0.0616473643	0.0000000043	5.7534900000	0.0000000000
27.0000000000	0.0000000000	0.0000000000	41415.1464797000	0.0000000000	14615.7685708000	0.0099956760	0.0000000000	0.1001135241	-0.0616480387	0.0000000065	5.7486720000	0.0000000000
28.0000000000	0.0000000000	0.0000000000	42158.4330191000	0.0000000000	14615.7645174000	0.0102709832	0.0000000000	0.1002519584	-0.0616506572	0.0000000016	5.7425370000	0.0000000000
29.0000000000	0.0000000000	0.0000000000	44224.2398748000	0.0000000000	14615.7686515000	0.0106230261	0.0000000000	0.0999595670	-0.0616504145	0.0000000057	5.7346480000	0.0000000000
30.0000000000	0.0000000000	0.0000000000	45043.9707331000	0.0000000000	14615.7654916000	0.0107162247	0.0000000000	0.1000435394	-0.0616518606	0.0000000109	5.7275230000	0.0000000000
31.0000000000	0.0000000000	0.0000000000	44860.7750104000	0.0000000000	14615.7670130000	0.0103041050	0.0000000000	0.1000823813	-0.0616543424	0.0000000082	5.7201420000	0.0000000000
32.0000000000	0.0000000000	0.0000000000	42466.9054632000	0.0000000000	14615.7690257000	0.0093285755	0.0000000000	0.1001983784	-0.0616546794	0.0000000031	5.7140520000	0.0000000000
33.0000000000	0.0000000000	0.0000000000	42084.5126153000	0.0000000000	14615.7694459000	0.0094000200	0.0000000000	0.1000063960	-0.0616553381	0.0000000017	5.7090210000	0.0000000000
34.0000000000	0.0000000000	0.0000000000	44196.5066979000	0.0000000000	14615.7682191000	0.0094151311	0.0000000000	0.1001850577	-0.0616554133	0.0000000057	5.7054890000	0.0000000000
35.0000000000	0.0000000000	0.0000000000	44046.8775392000	0.0000000000	14615.7703126000	0.0093153678	0.0000000000	0.1001759942	-0.0616583674	0.0000000048	5.7029630000	0.0000000000
36.0000000000	0.0000000000	0.0000000000	44680.3824537000	0.0000000000	14615.7668339000	0.0094119920	0.0000000000	0.1002700145	-0.0616600469	0.0000000081	5.7024850000	0.0000000000
37.0000000000	0.0000000000	0.0000000000	42454.2354418000	0.0000000000	14615.7710531000	0.0092394017	0.0000000000	0.1001836807	-0.0616575893	0.0000000039	5.7038920000	0.0000000000
38.0000000000	0.0000000000	0.0000000000	43720.2202827000	0.0000000000	14615.7678042000	0.0097103938	0.0000000000	0.1000320842	-0.0616569069	0.0000000035	5.7054520000	0.0000000000
39.0000000000	0.0000000000	0.0000000000	42037.9275034000	0.0000000000	14615.7694331000	0.0094270091	0.0000000000	0.1001254798	-0.0616583155	0.0000000026	5.7089720000	0.0000000000
40.0000000000	0.0000000000	0.0000000000	43735.2749710000	0.0000000000	14615.7680690000	0.0093326269	0.0000000000	0.1002603376	-0.0616597442	0.0000000043	5.7139750000	0.0000000000
41.0000000000	0.0000000000	0.0000000000	42600.6184390000	0.0000000000	14615.7670507000	0.0094997757	0.0000000000	0.1003061835	-0.0616581169	0.0000000015	5.7195420000	0.0000000000
42.0000000000	0.0000000000	0.0000000000	42473.9248804000	0.0000000000	14615.7658095000	0.0093606572	0.0000000000	0.1006667925	-0.0616602046	0.0000000031	5.7258430000	0.0000000000
43.0000000000	0.0000000000	0.0000000000	41471.5418092000	0.0000000000	14615.7679949000	0.0089387464	0.0000000000	0.1002075359	-0.0616609102	0.0000000031	5.7322070000	0.0000000000
44.0000000000	0.0000000000	0.0000000000	44445.7060385000	0.0000000000	14615.7646382000	0.0090084208	0.0000000000	0.1003945914	-0.0616596463	0.0000000057	5.7389090000	0.0000000000
45.0000000000	0.0000000000	0.0000000000	44664.9012960000	0.0000000000	14615.7658593000	0.0092437974	0.0000000000	0.1003538609	-0.0616586457	0.0000000059	5.7462100000	0.0000000000
46.0000000000	0.0000000000	0.0000000000	41416.5013271000	0.0000000000	14615.7640716000	0.0094511936	0.0000000000	0.1003462213	-0.0616601830	0.0000000049	5.7513190000	0.0000000000
47.0000000000	0.0000000000	0.0000000000	44448.0674855000	0.0000000000	14615.7630870000	0.0105287422	0.0000000000	0.1004963324	-0.0616587128	0.0000000075	5.7523140000	0.0000000000
48.0000000000	0.0000000000	0.0000000000	42697.5107545000	0.0000000000	14615.7633083000	0.0101851361	0.0000000000	0.0999876142	-0.0616591809	0.0000000049	5.7501780000	0.0000000000
49.0000000000	0.0000000000	0.0000000000	42201.1916272000	0.0000000000	14615.7671224000	0.0104482290	0.0000000000	0.1004191596	-0.0616572866	0.0000000023	5.7460360000	0.0000000000
50.0000000000	0.0000000000	0.0000000000	43703.3408583000	0.0000000000	14615.7654568000	0.0104307921	0.0000000000	0.1003167773	-0.0616575419	0.0000000051	5.7404170000	0.0000000000
51.0000000000	0.0000000000	0.0000000000	44325.8426969000	0.0000000000	14615.7688340000	0.0106770183	0.0000000000	0.1006685987	-0.0616584831	0.0000000081	5.7325590000	0.0000000000
52.0000000000	0.0000000000	0.0000000000	42277.7352145000	0.0000000000	14615.7699715000	0.0102309566	0.0000000000	0.1000188533	-0.0616563449	0.0000000039	5.7240900000	0.0000000000
