25.0000000000	6.2840290000	6.2846430000	6.2845170000	6.2844670000	6.2807970000	6.2792190000	6.2779130000	6.2790820000	6.2806610000	6.2840460000
26.0000000000	6.2620990000	6.2609110000	6.2629220000	6.2623540000	6.2626950000	6.2624450000	6.2612420000	6.2638470000	6.2647990000	6.2630470000
27.0000000000	6.2453100000	6.2471060000	6.2484760000	6.2491690000	6.2481310000	6.2491000000	6.2472950000	6.2454660000	6.2479290000	6.2466000000
28.0000000000	6.2302430000	6.2300520000	6.2318430000	6.2322120000	6.2328540000	6.2314790000	6.2288280000	6.2262320000	6.2275160000	6.2284540000
29.0000000000	6.2072980000	6.2073810000	6.2077470000	6.2069350000	6.2073230000	6.2081270000	6.2084920000	6.2093200000	6.2090770000	6.2080120000
30.0000000000	6.1883810000	6.1887400000	6.1884330000	6.1876900000	6.1877690000	6.1885120000	6.1901710000	6.1906150000	6.1918540000	6.1889310000
31.0000000000	6.1755500000	6.1746680000	6.1721740000	6.1714810000	6.1721210000	6.1705820000	6.1690340000	6.1696340000	6.1715550000	6.1696430000
32.0000000000	6.1526720000	6.1498550000	6.1494230000	6.1482280000	6.1480350000	6.1504110000	6.1503180000	6.1515870000	6.1497240000	6.1509020000
33.0000000000	6.1308260000	6.1301570000	6.1298260000	6.1291440000	6.1295960000	6.1276210000	6.1280190000	6.1293990000	6.1300150000	6.1310870000
34.0000000000	6.1144860000	6.1131210000	6.1126150000	6.1141150000	6.1148390000	6.1154190000	6.1152560000	6.1177310000	6.1180300000	6.1183130000
35.0000000000	6.0979070000	6.0957520000	6.0987400000	6.0980630000	6.0973290000	6.0998150000	6.1006180000	6.0993430000	6.0995480000	6.0993070000
36.0000000000	6.0755520000	6.0737170000	6.0725110000	6.0761310000	6.0783380000	6.0766570000	6.0755000000	6.0734620000	6.0752760000	6.0732970000
37.0000000000	6.0520030000	6.0519910000	6.0521680000	6.0515560000	6.0526060000	6.0560280000	6.0574970000	6.0552570000	6.0552740000	6.0547870000
38.0000000000	6.0346330000	6.0354040000	6.0339990000	6.0322370000	6.0312450000	6.0303170000	6.0303850000	6.0294740000	6.0293560000	6.0300810000
39.0000000000	6.0153590000	6.0160390000	6.0164630000	6.0183120000	6.0156330000	6.0142870000	6.0120760000	6.0141630000	6.0124750000	6.0132330000
40.0000000000	5.9917750000	5.9931660000	5.9911830000	5.9888690000	5.9906200000	5.9909880000	5.9923590000	5.9932090000	5.9914240000	5.9921400000
39.5000000000	6.0040930000	6.0016610000	6.0020930000	6.0061100000	6.0040330000	6.0012930000	6.0025560000	6.0025770000	6.0003030000	5.9955310000
38.5000000000	6.0207200000	6.0209260000	6.0208330000	6.0237260000	6.0236250000	6.0233650000	6.0213220000	6.0258440000	6.0241580000	6.0229430000
37.5000000000	6.0448110000	6.0463380000	6.0458410000	6.0447590000	6.0429500000	6.0446010000	6.0429120000	6.0369510000	6.0365080000	6.0340690000
36.5000000000	6.0706580000	6.0706490000	6.0695510000	6.0687650000	6.0697070000	6.0676830000	6.0661110000	6.0655520000	6.0666740000	6.0676050000
35.5000000000	6.0857760000	6.0899530000	6.0877860000	6.0888960000	6.0890050000	6.0870560000	6.0843630000	6.0847820000	6.0860630000	6.0876780000
34.5000000000	6.1079050000	6.1107400000	6.1129260000	6.1106040000	6.1080800000	6.1081370000	6.1082950000	6.1061250000	6.1091560000	6.1104510000
33.5000000000	6.1365910000	6.1360370000	6.1344940000	6.1343420000	6.1325060000	6.1276380000	6.1296530000	6.1304590000	6.1320460000	6.1303960000
32.5000000000	6.1457330000	6.1462430000	6.1472650000	6.1487310000	6.1479040000	6.1473570000	6.1480980000	6.1461290000	6.1447300000	6.1436640000
31.5000000000	6.1694050000	6.1704930000	6.1684660000	6.1684050000	6.1688990000	6.1662550000	6.1670930000	6.1689630000	6.1707690000	6.1695510000
30.5000000000	6.1828910000	6.1816940000	6.1811590000	6.1778010000	6.1775880000	6.1801170000	6.1844040000	6.1867130000	6.1840990000	6.1881370000
29.5000000000	6.2068030000	6.2071500000	6.2053860000	6.2088940000	6.2107100000	6.2096940000	6.2107600000	6.2097180000	6.2119250000	6.2109810000
28.5000000000	6.2285200000	6.2298320000	6.2296580000	6.2287530000	6.2291620000	6.2306390000	6.2284680000	6.2295350000	6.2306010000	6.2329870000
27.5000000000	6.2513440000	6.2544700000	6.2560510000	6.2524360000	6.2502210000	6.2522950000	6.2506890000	6.2506250000	6.2479770000	6.2489350000
26.5000000000	6.2772440000	6.2760070000	6.2734630000	6.2777970000	6.2802190000	6.2797720000	6.2796650000	6.2768320000	6.2774290000	6.2744400000
25.5000000000	6.3014390000	6.3059890000	6.3048500000	6.3032460000	6.3012160000	6.2997930000	6.3031060000	6.3000300000	6.2996590000	6.3006450000
24.5000000000	6.3143910000	6.3167250000	6.3191460000	6.3194840000	6.3201950000	6.3199990000	6.3163310000	6.3172050000	6.3204520000	6.3223180000
23.5000000000	6.3410290000	6.3434000000	6.3437410000	6.3428010000	6.3443250000	6.3430390000	6.3438280000	6.3434740000	6.3443500000	6.3416830000
22.5000000000	6.3608570000	6.3630120000	6.3632250000	6.3639710000	6.3640460000	6.3647050000	6.3639480000	6.3620840000	6.3622790000	6.3617200000
21.5000000000	6.3821360000	6.3819470000	6.3815410000	6.3812090000	6.3811420000	6.3790700000	6.3772280000	6.3817140000	6.3861470000	6.3830150000
20.5000000000	6.4031690000	6.4016750000	6.4014120000	6.4001330000	6.4018890000	6.4013680000	6.4030060000	6.4037880000	6.4061130000	6.4079000000
19.5000000000	6.4253580000	6.4255030000	6.4257130000	6.4239950000	6.4220330000	6.4219130000	6.4204240000	6.4215570000	6.4219410000	6.4238520000
18.5000000000	6.4395550000	6.4417060000	6.4433970000	6.4416530000	6.4396100000	6.4391970000	6.4384480000	6.4399970000	6.4416680000	6.4403890000
17.5000000000	6.4637340000	6.4648630000	6.4655470000	6.4649520000	6.4605270000	6.4618940000	6.4603800000	6.4620020000	6.4630710000	6.4649950000
16.5000000000	6.4889720000	6.4887460000	6.4855220000	6.4844570000	6.4847990000	6.4852160000	6.4824710000	6.4836050000	6.4861240000	6.4866080000
15.5000000000	6.5080960000	6.5081980000	6.5091800000	6.5089750000	6.5085840000	6.5097110000	6.5094690000	6.5128300000	6.5146890000	6.5147560000
14.5000000000	6.5332370000	6.5318800000	6.5324200000	6.5343690000	6.5335040000	6.5344610000	6.5348860000	6.5312030000	6.5337890000	6.5371590000
13.5000000000	6.5533850000	6.5545130000	6.5560620000	6.5569810000	6.5564190000	6.5558520000	6.5543400000	6.5551880000	6.5572190000	6.5589560000
12.5000000000	6.5681660000	6.5670100000	6.5631450000	6.5588940000	6.5544270000	6.5516250000	6.5484860000	6.5468840000	6.5432680000	6.5393370000
11.5000000000	6.4793510000	6.4758700000	6.4692380000	6.4655290000	6.4611630000	6.4586230000	6.4551860000	6.4481930000	6.4457360000	6.4406880000
10.5000000000	6.4115610000	6.4114570000	6.4085430000	6.4064750000	6.4061310000	6.4067440000	6.4065310000	6.4051800000	6.4027150000	6.4024450000
9.5000000000	6.4219470000	6.4232140000	6.4252370000	6.4268060000	6.4265260000	6.4284340000	6.4301440000	6.4345340000	6.4360240000	6.4363270000
8.5000000000	6.4834380000	6.4811880000	6.4848540000	6.4897620000	6.4894250000	6.4923220000	6.4931300000	6.4949770000	6.4964550000	6.4984640000
7.5000000000	6.5275140000	6.5269310000	6.5298440000	6.5281360000	6.5293550000	6.5283950000	6.5325490000	6.5354840000	6.5364760000	6.5355400000
6.5000000000	6.5685600000	6.5701840000	6.5728280000	6.5694740000	6.5689970000	6.5691670000	6.5692180000	6.5708220000	6.5684240000	6.5704530000
5.5000000000	6.5962260000	6.5976630000	6.5977330000	6.6006770000	6.6005230000	6.5998940000	6.6011250000	6.6028950000	6.6045580000	6.6039720000
4.5000000000	6.6208840000	6.6201990000	6.6228430000	6.6243750000	6.6239630000	6.6220970000	6.6248200000	6.6266370000	6.6243630000	6.6235240000
3.5000000000	6.6299300000	6.6318220000	6.6307990000	6.6341660000	6.6340180000	6.6367820000	6.6392230000	6.6393930000	6.6399250000	6.6405950000
2.5000000000	6.6507460000	6.6493000000	6.6504760000	6.6502580000	6.6493350000	6.6503320000	6.6504060000	6.6527010000	6.6519300000	6.6522570000
1.5000000000	6.6780340000	6.6761050000	6.6732990000	6.6722690000	6.6697460000	6.6664320000	6.6625560000	6.6573590000	6.6518530000	6.6464580000
0.5000000000	6.7132490000	6.7095700000	6.7068390000	6.7002950000	6.6965910000	6.6894120000	6.6876430000	6.6844760000	6.6797600000	6.6766420000
-0.5000000000	6.6474720000	6.6436090000	6.6399140000	6.6390050000	6.6341930000	6.6314410000	6.6302700000	6.6315700000	6.6306370000	6.6296080000
-1.5000000000	6.5102640000	6.5126490000	6.5140790000	6.5118040000	6.5110170000	6.5125180000	6.5120130000	6.5158100000	6.5201170000	6.5237050000
-2.5000000000	6.5289210000	6.5328140000	6.5328120000	6.5351280000	6.5362660000	6.5389800000	6.5408200000	6.5414270000	6.5430900000	6.5431180000
-3.5000000000	6.5624870000	6.5618330000	6.5638070000	6.5640020000	6.5646540000	6.5668600000	6.5679440000	6.5662810000	6.5676480000	6.5678860000
-4.5000000000	6.5754700000	6.5765600000	6.5767570000	6.5787300000	6.5858270000	6.5828180000	6.5827290000	6.5828870000	6.5854880000	6.5893760000
-5.5000000000	6.5908180000	6.5914960000	6.5937290000	6.5947060000	6.5971300000	6.5990600000	6.6016200000	6.6025690000	6.6029150000	6.6032880000
-6.5000000000	6.6033750000	6.6041050000	6.6042800000	6.6061210000	6.6062570000	6.6060700000	6.6064600000	6.6067520000	6.6066190000	6.6080500000
-7.5000000000	6.6052900000	6.6077400000	6.6025460000	6.6040810000	6.6012860000	6.6031730000	6.6008970000	6.6030760000	6.6046560000	6.6047170000
-8.5000000000	6.5964470000	6.5987940000	6.5992520000	6.5997400000	6.5983320000	6.5947060000	6.5966380000	6.6013190000	6.6046600000	6.6024560000
-9.5000000000	6.5909000000	6.5908480000	6.5909680000	6.5901580000	6.5869920000	6.5888270000	6.5879100000	6.5897910000	6.5906250000	6.5919660000
-10.5000000000	6.5816620000	6.5814150000	6.5814870000	6.5822300000	6.5815890000	6.5813030000	6.5792000000	6.5795520000	6.5801710000	6.5818310000
-11.5000000000	6.5648950000	6.5632120000	6.5607650000	6.5618440000	6.5634290000	6.5667910000	6.5662930000	6.5642870000	6.5661420000	6.5669780000
-12.5000000000	6.5422190000	6.5405390000	6.5380090000	6.5335180000	6.5321420000	6.5309380000	6.5291560000	6.5250450000	6.5286260000	6.5201140000
-13.5000000000	6.4325940000	6.4235380000	6.4175720000	6.4126680000	6.4077180000	6.4044420000	6.3991370000	6.3952280000	6.3908260000	6.3880190000
-14.5000000000	6.3164400000	6.3147820000	6.3117140000	6.3107910000	6.3102000000	6.3109320000	6.3101340000	6.3110610000	6.3100490000	6.3085690000
-15.5000000000	6.2959980000	6.2981430000	6.2982900000	6.2957320000	6.2963900000	6.3011170000	6.3035380000	6.3038150000	6.3049380000	6.3076640000
-16.5000000000	6.3145500000	6.3169160000	6.3179150000	6.3192010000	6.3204000000	6.3165000000	6.3144950000	6.3217150000	6.3254850000	6.3271520000
-17.5000000000	6.3211470000	6.3231430000	6.3225780000	6.3260800000	6.3268750000	6.3289870000	6.3315080000	6.3352920000	6.3345110000	6.3349420000
-18.5000000000	6.3273890000	6.3278940000	6.3332110000	6.3326350000	6.3320450000	6.3314970000	6.3308240000	6.3311540000	6.3330200000	6.3348270000
-19.5000000000	6.3296460000	6.3271180000	6.3324000000	6.3332580000	6.3299250000	6.3281010000	6.3298840000	6.3322980000	6.3358170000	6.3355150000
-20.5000000000	6.3268790000	6.3272690000	6.3270600000	6.3274220000	6.3278030000	6.3310140000	6.3310280000	6.3322020000	6.3305590000	6.3313770000
-21.5000000000	6.3222180000	6.3210590000	6.3233250000	6.3223970000	6.3222080000	6.3248870000	6.3258040000	6.3276630000	6.3273360000	6.3262310000
-22.5000000000	6.3151410000	6.3162750000	6.3153790000	6.3176880000	6.3145170000	6.3137410000	6.3121080000	6.3149200000	6.3127940000	6.3153710000
-23.5000000000	6.2920130000	6.2909420000	6.2906840000	6.2906700000	6.2934100000	6.2944000000	6.2961700000	6.2957400000	6.2957780000	6.2959360000
-24.5000000000	6.2881040000	6.2879350000	6.2909280000	6.2921920000	6.2925360000	6.2920710000	6.2913120000	6.2892890000	6.2913270000	6.2893090000
-25.5000000000	6.2663140000	6.2669890000	6.2651960000	6.2640780000	6.2637910000	6.2664020000	6.2684720000	6.2671390000	6.2685750000	6.2669930000
