0.0000000000	6.9143440000	6.9153580000	6.9129450000	6.9094610000	6.9108120000	6.9099870000	6.9101380000	6.9086110000	6.9082070000	6.9087200000
1.0000000000	6.7615110000	6.7587840000	6.7563330000	6.7545280000	6.7572680000	6.7562920000	6.7596040000	6.7576270000	6.7560850000	6.7570930000
2.0000000000	6.6945680000	6.6924350000	6.6897350000	6.6859120000	6.6815810000	6.6815390000	6.6775000000	6.6749880000	6.6707520000	6.6664460000
3.0000000000	6.5715200000	6.5686730000	6.5632160000	6.5571010000	6.5529620000	6.5508510000	6.5485670000	6.5441360000	6.5408670000	6.5366510000
4.0000000000	6.4824530000	6.4806050000	6.4791590000	6.4799410000	6.4775070000	6.4767870000	6.4754670000	6.4733350000	6.4732520000	6.4729500000
5.0000000000	6.4676190000	6.4684910000	6.4717430000	6.4730650000	6.4749680000	6.4730540000	6.4774040000	6.4811160000	6.4796610000	6.4787280000
6.0000000000	6.5036280000	6.5060360000	6.5081730000	6.5053900000	6.5078830000	6.5080750000	6.5078740000	6.5088280000	6.5123350000	6.5142860000
7.0000000000	6.5203470000	6.5206080000	6.5252260000	6.5287810000	6.5303450000	6.5320430000	6.5329380000	6.5331450000	6.5346280000	6.5346050000
8.0000000000	6.5440230000	6.5454100000	6.5479090000	6.5475960000	6.5484250000	6.5483160000	6.5517890000	6.5525970000	6.5530210000	6.5520210000
9.0000000000	6.5562260000	6.5577010000	6.5582020000	6.5572430000	6.5564100000	6.5603380000	6.5613160000	6.5616080000	6.5641870000	6.5650710000
10.0000000000	6.5603180000	6.5605750000	6.5593140000	6.5607750000	6.5612050000	6.5641860000	6.5658420000	6.5646050000	6.5665060000	6.5638530000
11.0000000000	6.5423390000	6.5412670000	6.5400820000	6.5433680000	6.5496500000	6.5513470000	6.5543030000	6.5536660000	6.5535890000	6.5546970000
12.0000000000	6.5377970000	6.5433020000	6.5442110000	6.5443930000	6.5430130000	6.5448010000	6.5415150000	6.5421980000	6.5430060000	6.5429420000
13.0000000000	6.5331750000	6.5336800000	6.5345180000	6.5334240000	6.5318400000	6.5331430000	6.5347370000	6.5340550000	6.5368640000	6.5372950000
14.0000000000	6.5190940000	6.5165500000	6.5139000000	6.5102440000	6.5069340000	6.5057380000	6.5048290000	6.5023270000	6.5009610000	6.4996160000
15.0000000000	6.4078850000	6.4031300000	6.3996410000	6.3960450000	6.3911530000	6.3865260000	6.3826920000	6.3786590000	6.3768480000	6.3748000000
16.0000000000	6.3070650000	6.3036260000	6.3032420000	6.3035780000	6.3023820000	6.3003540000	6.3003530000	6.2981820000	6.2985390000	6.2988130000
17.0000000000	6.2838150000	6.2845560000	6.2850360000	6.2860990000	6.2872710000	6.2894370000	6.2904470000	6.2939200000	6.2964700000	6.2957070000
18.0000000000	6.3015070000	6.3023170000	6.3028980000	6.3049140000	6.3056260000	6.3076980000	6.3078840000	6.3097790000	6.3139520000	6.3164610000
19.0000000000	6.3130720000	6.3140000000	6.3139150000	6.3150450000	6.3158180000	6.3184040000	6.3187480000	6.3142840000	6.3167830000	6.3179270000
20.0000000000	6.3140520000	6.3146640000	6.3166210000	6.3197070000	6.3193120000	6.3217130000	6.3213730000	6.3199690000	6.3236380000	6.3236270000
21.0000000000	6.3169410000	6.3170770000	6.3198560000	6.3204340000	6.3192850000	6.3194600000	6.3191010000	6.3214730000	6.3223330000	6.3234140000
22.0000000000	6.3156460000	6.3147140000	6.3158570000	6.3168910000	6.3182410000	6.3176100000	6.3183910000	6.3208390000	6.3189530000	6.3214690000
23.0000000000	6.3082810000	6.3083010000	6.3082880000	6.3094080000	6.3089170000	6.3106490000	6.3053000000	6.3074890000	6.3083400000	6.3092100000
24.0000000000	6.2965750000	6.2954960000	6.2961530000	6.2969700000	6.2980490000	6.2990190000	6.2992330000	6.2974360000	6.2981860000	6.2998500000
